  
       XFOIL         Version 6.97
  
 Calculated polar for: NACA 23017 Airfoil                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     1.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  22.300   1.2487   0.16467   0.16191  -0.0215   0.0318   1.0000
  22.400   1.2481   0.16627   0.16352  -0.0226   0.0315   1.0000
  22.500   1.2473   0.16790   0.16517  -0.0237   0.0312   1.0000
  22.600   1.2458   0.16967   0.16696  -0.0250   0.0309   1.0000
  22.700   1.2430   0.17167   0.16898  -0.0264   0.0306   1.0000
  22.800   1.2413   0.17350   0.17082  -0.0277   0.0302   1.0000
  22.900   1.2397   0.17530   0.17263  -0.0290   0.0299   1.0000
  23.000   1.2378   0.17716   0.17450  -0.0304   0.0296   1.0000
  23.100   1.2343   0.17933   0.17668  -0.0320   0.0293   1.0000
  23.200   1.2335   0.18099   0.17836  -0.0333   0.0290   1.0000
  23.300   1.2339   0.18246   0.17984  -0.0344   0.0287   1.0000
  23.400   1.2343   0.18393   0.18133  -0.0355   0.0284   1.0000
  23.500   1.2343   0.18546   0.18288  -0.0367   0.0281   1.0000
  23.600   1.2332   0.18720   0.18464  -0.0380   0.0279   1.0000
  23.700   1.2321   0.18895   0.18641  -0.0394   0.0276   1.0000
  23.800   1.2315   0.19061   0.18808  -0.0407   0.0273   1.0000
  23.900   1.2308   0.19226   0.18973  -0.0420   0.0270   1.0000
  24.000   1.2301   0.19395   0.19142  -0.0433   0.0267   1.0000
  24.100   1.2287   0.19576   0.19324  -0.0448   0.0265   1.0000
  24.200   1.2282   0.19736   0.19486  -0.0461   0.0262   1.0000
  24.300   1.2288   0.19882   0.19634  -0.0473   0.0260   1.0000
  24.400   1.2294   0.20024   0.19777  -0.0484   0.0257   1.0000
  24.500   1.2300   0.20167   0.19922  -0.0496   0.0254   1.0000
  24.600   1.2305   0.20312   0.20069  -0.0508   0.0252   1.0000
  24.700   1.2301   0.20476   0.20234  -0.0522   0.0249   1.0000
  24.800   1.2295   0.20643   0.20401  -0.0536   0.0246   1.0000
  24.900   1.2294   0.20801   0.20560  -0.0549   0.0244   1.0000
  25.000   1.2294   0.20956   0.20716  -0.0562   0.0241   1.0000
  25.100   1.2296   0.21108   0.20867  -0.0575   0.0239   1.0000
  25.200   1.2303   0.21248   0.21008  -0.0587   0.0236   1.0000
  25.300   1.2305   0.21402   0.21165  -0.0601   0.0234   1.0000
  25.400   1.2307   0.21555   0.21319  -0.0614   0.0232   1.0000
  25.500   1.2313   0.21699   0.21466  -0.0626   0.0229   1.0000
  25.600   1.2321   0.21841   0.21608  -0.0639   0.0227   1.0000
  25.700   1.2329   0.21981   0.21750  -0.0651   0.0224   1.0000
  25.800   1.2337   0.22122   0.21891  -0.0664   0.0222   1.0000
  25.900   1.2338   0.22277   0.22047  -0.0677   0.0220   1.0000
  26.000   1.2338   0.22432   0.22203  -0.0691   0.0218   1.0000
  26.100   1.2344   0.22576   0.22347  -0.0704   0.0216   1.0000
  26.200   1.2356   0.22708   0.22478  -0.0716   0.0213   1.0000
  26.300   1.2368   0.22840   0.22611  -0.0729   0.0211   1.0000
  26.400   1.2377   0.22977   0.22750  -0.0741   0.0209   1.0000
  26.500   1.2386   0.23115   0.22890  -0.0754   0.0207   1.0000
  26.600   1.2389   0.23268   0.23046  -0.0768   0.0205   1.0000
  26.700   1.2392   0.23418   0.23196  -0.0781   0.0203   1.0000
  26.800   1.2399   0.23559   0.23339  -0.0794   0.0201   1.0000
  26.900   1.2408   0.23697   0.23478  -0.0807   0.0199   1.0000
  27.000   1.2418   0.23830   0.23612  -0.0820   0.0197   1.0000
  27.100   1.2429   0.23962   0.23744  -0.0833   0.0195   1.0000
  27.200   1.2439   0.24097   0.23878  -0.0845   0.0193   1.0000
  27.300   1.2452   0.24224   0.24005  -0.0858   0.0191   1.0000
  27.400   1.2468   0.24343   0.24124  -0.0870   0.0189   1.0000
  27.500   1.2469   0.24499   0.24283  -0.0884   0.0187   1.0000
  27.600   1.2474   0.24644   0.24430  -0.0898   0.0185   1.0000
  27.700   1.2483   0.24782   0.24570  -0.0911   0.0183   1.0000
  27.800   1.2492   0.24919   0.24708  -0.0924   0.0182   1.0000
  27.900   1.2496   0.25067   0.24858  -0.0938   0.0180   1.0000
  28.000   1.2501   0.25213   0.25005  -0.0952   0.0178   1.0000
  28.100   1.2510   0.25350   0.25143  -0.0965   0.0176   1.0000
  28.200   1.2522   0.25479   0.25273  -0.0978   0.0175   1.0000
  28.300   1.2537   0.25601   0.25395  -0.0991   0.0173   1.0000
  28.400   1.2554   0.25716   0.25509  -0.1003   0.0171   1.0000
  28.500   1.2575   0.25821   0.25613  -0.1014   0.0170   1.0000
  28.600   1.2603   0.25908   0.25699  -0.1024   0.0168   1.0000
  28.700   1.2608   0.26055   0.25849  -0.1038   0.0167   1.0000
  28.800   1.2601   0.26232   0.26029  -0.1055   0.0165   1.0000
  28.900   1.2601   0.26390   0.26190  -0.1070   0.0163   1.0000
  29.000   1.2605   0.26539   0.26340  -0.1084   0.0161   1.0000
  29.100   1.2612   0.26681   0.26483  -0.1098   0.0160   1.0000
  29.200   1.2618   0.26825   0.26629  -0.1112   0.0158   1.0000
  29.300   1.2621   0.26973   0.26778  -0.1127   0.0156   1.0000
  29.400   1.2630   0.27109   0.26915  -0.1141   0.0155   1.0000
  29.500   1.2643   0.27234   0.27040  -0.1154   0.0153   1.0000
  29.600   1.2661   0.27346   0.27152  -0.1166   0.0152   1.0000
  29.700   1.2683   0.27447   0.27253  -0.1177   0.0150   1.0000
  29.800   1.2709   0.27534   0.27339  -0.1188   0.0149   1.0000
  29.900   1.2742   0.27603   0.27407  -0.1197   0.0148   1.0000
  30.000   1.2734   0.27781   0.27588  -0.1214   0.0146   1.0000
