 0.000000  0.000000
 0.000062 -0.000123
 0.000249 -0.000491
 0.000561 -0.001101
 0.000997 -0.001946
 0.001557 -0.003016
 0.002241 -0.004290
 0.003050 -0.005739
 0.003982 -0.007321
 0.005038 -0.008971
 0.006218 -0.010604
 0.007520 -0.012104
 0.008945 -0.013320
 0.010493 -0.014058
 0.012162 -0.014075
 0.013954 -0.013382
 0.015866 -0.012458
 0.017899 -0.011314
 0.020052 -0.009959
 0.022325 -0.008409
 0.024716 -0.006696
 0.027226 -0.004996
 0.029854 -0.003434
 0.032600 -0.001808
 0.035461  0.000148
 0.038439  0.002738
 0.041531  0.005733
 0.044738  0.008904
 0.048058  0.012111
 0.051491  0.015260
 0.055036  0.018802
 0.058691  0.022751
 0.062456  0.026964
 0.066331  0.031268
 0.070314  0.035460
 0.074403  0.039302
 0.078599  0.042714
 0.082900  0.045929
 0.087305  0.049008
 0.091812  0.052019
 0.096421  0.055042
 0.101131  0.058168
 0.105941  0.061424
 0.110848  0.064776
 0.115853  0.068194
 0.120953  0.071642
 0.126148  0.075081
 0.131435  0.078468
 0.136815  0.081757
 0.142285  0.084897
 0.147845  0.087831
 0.153492  0.090539
 0.159225  0.093129
 0.165044  0.095620
 0.170946  0.098018
 0.176930  0.100328
 0.182994  0.102559
 0.189138  0.104720
 0.195358  0.106821
 0.201655  0.108874
 0.208026  0.110907
 0.214470  0.112911
 0.220986  0.114867
 0.227570  0.116752
 0.234223  0.118543
 0.240941  0.120217
 0.247725  0.121746
 0.254571  0.123163
 0.261478  0.124609
 0.268445  0.126041
 0.275470  0.127396
 0.282550  0.128610
 0.289685  0.129615
 0.296872  0.130341
 0.304110  0.130724
 0.311396  0.130784
 0.318730  0.130570
 0.326109  0.130128
 0.333531  0.129508
 0.340994  0.128763
 0.348497  0.127947
 0.356038  0.126978
 0.363615  0.125642
 0.371226  0.124010
 0.378869  0.122161
 0.386542  0.120180
 0.394243  0.118151
 0.401971  0.116155
 0.409723  0.114114
 0.417498  0.111973
 0.425293  0.109725
 0.433107  0.107363
 0.440937  0.104879
 0.448783  0.102267
 0.456641  0.099405
 0.464509  0.096179
 0.472387  0.092748
 0.480272  0.089275
 0.488161  0.085924
 0.496053  0.082862
 0.503947  0.080208
 0.511839  0.077789
 0.519728  0.075529
 0.527613  0.073388
 0.535491  0.071327
 0.543359  0.069306
 0.551217  0.067287
 0.559063  0.065324
 0.566893  0.063438
 0.574707  0.061596
 0.582502  0.059771
 0.590277  0.057932
 0.598029  0.056050
 0.605757  0.054085
 0.613458  0.052026
 0.621131  0.049928
 0.628774  0.047848
 0.636385  0.045842
 0.643962  0.043965
 0.651503  0.042267
 0.659006  0.040742
 0.666469  0.039337
 0.673891  0.038011
 0.681270  0.036725
 0.688604  0.035437
 0.695890  0.034112
 0.703128  0.032711
 0.710315  0.031216
 0.717450  0.029671
 0.724530  0.028123
 0.731555  0.026618
 0.738522  0.025199
 0.745429  0.023909
 0.752275  0.022784
 0.759059  0.021800
 0.765777  0.020916
 0.772430  0.020100
 0.779014  0.019319
 0.785530  0.018544
 0.791974  0.017747
 0.798345  0.016902
 0.804642  0.015998
 0.810862  0.015063
 0.817006  0.014116
 0.823070  0.013173
 0.829054  0.012248
 0.834956  0.011355
 0.840775  0.010508
 0.846508  0.009716
 0.852155  0.008985
 0.857715  0.008278
 0.863185  0.007590
 0.868565  0.006928
 0.873852  0.006297
 0.879047  0.005704
 0.884147  0.005154
 0.889152  0.004650
 0.894059  0.004197
 0.898869  0.003797
 0.903579  0.003442
 0.908188  0.003110
 0.912695  0.002800
 0.917100  0.002511
 0.921401  0.002245
 0.925597  0.002000
 0.929686  0.001777
 0.933669  0.001575
 0.937544  0.001393
 0.941309  0.001232
 0.944964  0.001090
 0.948509  0.000967
 0.951942  0.000861
 0.955262  0.000761
 0.958469  0.000669
 0.961561  0.000584
 0.964539  0.000505
 0.967400  0.000434
 0.970146  0.000369
 0.972774  0.000311
 0.975284  0.000259
 0.977675  0.000214
 0.979948  0.000174
 0.982101  0.000140
 0.984134  0.000111
 0.986046  0.000086
 0.987838  0.000066
 0.989507  0.000049
 0.991055  0.000035
 0.992480  0.000025
 0.993782  0.000017
 0.994962  0.000011
 0.996018  0.000007
 0.996950  0.000004
 0.997759  0.000002
 0.998443  0.000001
 0.999003  0.000000
 0.999439 -0.000000
 0.999751 -0.000000
 0.999938 -0.000000
 1.000000  0.000000
