  
       XFOIL         Version 6.97
  
 Calculated polar for: NACA 23017 Airfoil                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =     3.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  26.200   1.2640   0.22193   0.21998  -0.0678   0.0176   1.0000
  26.300   1.2637   0.22355   0.22160  -0.0693   0.0174   1.0000
  26.400   1.2633   0.22519   0.22326  -0.0707   0.0172   1.0000
  26.500   1.2619   0.22705   0.22512  -0.0723   0.0170   1.0000
  26.600   1.2594   0.22913   0.22722  -0.0742   0.0167   1.0000
  26.700   1.2605   0.23046   0.22856  -0.0754   0.0166   1.0000
  26.800   1.2618   0.23173   0.22985  -0.0766   0.0165   1.0000
  26.900   1.2630   0.23302   0.23115  -0.0778   0.0164   1.0000
  27.000   1.2640   0.23436   0.23250  -0.0791   0.0162   1.0000
  27.100   1.2639   0.23594   0.23409  -0.0805   0.0161   1.0000
  27.200   1.2634   0.23761   0.23577  -0.0820   0.0159   1.0000
  27.300   1.2637   0.23908   0.23726  -0.0834   0.0157   1.0000
  27.400   1.2643   0.24051   0.23870  -0.0847   0.0156   1.0000
  27.500   1.2646   0.24198   0.24017  -0.0861   0.0154   1.0000
  27.600   1.2643   0.24363   0.24183  -0.0876   0.0153   1.0000
  27.700   1.2625   0.24555   0.24376  -0.0894   0.0151   1.0000
  27.800   1.2621   0.24721   0.24543  -0.0909   0.0149   1.0000
  27.900   1.2628   0.24861   0.24684  -0.0922   0.0147   1.0000
  28.000   1.2643   0.24985   0.24809  -0.0935   0.0146   1.0000
  28.100   1.2656   0.25110   0.24935  -0.0947   0.0145   1.0000
  28.200   1.2659   0.25258   0.25084  -0.0961   0.0144   1.0000
  28.300   1.2662   0.25408   0.25236  -0.0976   0.0142   1.0000
  28.400   1.2671   0.25543   0.25372  -0.0989   0.0141   1.0000
  28.500   1.2681   0.25676   0.25506  -0.1002   0.0139   1.0000
  28.600   1.2690   0.25812   0.25642  -0.1015   0.0138   1.0000
  28.700   1.2697   0.25952   0.25783  -0.1029   0.0136   1.0000
  28.800   1.2691   0.26121   0.25953  -0.1045   0.0135   1.0000
  28.900   1.2689   0.26283   0.26115  -0.1061   0.0133   1.0000
  29.000   1.2693   0.26432   0.26265  -0.1075   0.0132   1.0000
  29.100   1.2699   0.26575   0.26408  -0.1089   0.0130   1.0000
  29.200   1.2711   0.26701   0.26535  -0.1102   0.0129   1.0000
  29.300   1.2725   0.26826   0.26661  -0.1115   0.0128   1.0000
  29.400   1.2729   0.26971   0.26807  -0.1129   0.0127   1.0000
  29.500   1.2736   0.27110   0.26948  -0.1143   0.0126   1.0000
  29.600   1.2748   0.27238   0.27077  -0.1156   0.0125   1.0000
  29.700   1.2761   0.27362   0.27202  -0.1169   0.0124   1.0000
  29.800   1.2774   0.27487   0.27328  -0.1182   0.0122   1.0000
  29.900   1.2785   0.27615   0.27456  -0.1196   0.0121   1.0000
  30.000   1.2792   0.27756   0.27599  -0.1210   0.0120   1.0000
